seed,block,condition,replicate,score,task_accuracy,criterion_score,criterion_accuracy,positive_response_probability,negative_response_probability,effective_distance_from_trained,effective_distance_fraction_of_axis,collapsed_by_score,distance_fraction,intended_distance,orthogonal_dot_axis
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,2.653044552582226,0.14999353682110042,False,0.15,2.6531588715184635,-8.673617379884035e-18
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,2.6530153049018446,0.14999188326310797,False,0.15,2.6531588715184635,-7.806255641895632e-18
4,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,2.6530677122527417,0.14999484618504944,False,0.15,2.6531588715184635,-2.0816681711721685e-17
4,displacement,orthogonal_random,3,0.6875,0.84375,0.4,0.7,0.6875,0.0,2.653021610349661,0.14999223975030615,False,0.15,2.6531588715184635,1.0408340855860843e-17
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,2.6530460949017276,0.1499936240182629,False,0.15,2.6531588715184635,1.0408340855860843e-17
4,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,2.6530560933259135,0.14999418929297903,False,0.15,2.6531588715184635,1.0408340855860843e-17
4,displacement,orthogonal_random,6,0.625,0.8125,0.4,0.7,0.625,0.0,2.6530783606099355,0.1499954482046255,False,0.15,2.6531588715184635,-7.37257477290143e-18
4,displacement,orthogonal_random,7,0.625,0.8125,0.4,0.7,0.625,0.0,2.6530338637297386,0.14999293251206702,False,0.15,2.6531588715184635,3.469446951953614e-18
4,displacement,parallel_erasure_axis,0,0.0625,0.53125,0.4,0.7,0.0625,0.0,3.5375451620246188,0.20000000000000004,True,0.2,3.5375451620246183,
4,displacement,orthogonal_random,0,0.625,0.8125,0.4,0.7,0.625,0.0,3.5372624551559677,0.19998401677684938,False,0.2,3.5375451620246183,1.3877787807814457e-17
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,3.5373154787982775,0.19998701454167672,False,0.2,3.5375451620246183,1.734723475976807e-17
4,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,3.5373293863758057,0.1999878008257744,False,0.2,3.5375451620246183,6.938893903907228e-18
4,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,3.537343268869233,0.19998858569170777,False,0.2,3.5375451620246183,1.1275702593849246e-17
4,displacement,orthogonal_random,4,0.6875,0.84375,0.4,0.7,0.6875,0.0,3.53740067432666,0.19999183118850275,False,0.2,3.5375451620246183,-4.336808689942018e-18
4,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,3.5373245084109532,0.19998752504329648,False,0.2,3.5375451620246183,8.673617379884035e-18
4,displacement,orthogonal_random,6,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.5374402393818265,0.1999940680535238,False,0.2,3.5375451620246183,3.469446951953614e-18
4,displacement,orthogonal_random,7,0.625,0.8125,0.4,0.7,0.625,0.0,3.5373834144569725,0.19999085537793937,False,0.2,3.5375451620246183,1.3877787807814457e-17
4,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,5.306317743036927,0.3,True,0.3,5.306317743036927,
4,displacement,orthogonal_random,0,0.5,0.75,0.4,0.7,0.5,0.0,5.3058278364933384,0.2999723024571475,False,0.3,5.306317743036927,2.0816681711721685e-17
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,5.305978809738792,0.299980837938027,False,0.3,5.306317743036927,-1.3877787807814457e-17
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,5.3059906698985735,0.2999815084685355,False,0.3,5.306317743036927,3.469446951953614e-18
4,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,5.305938791330494,0.2999785754420607,False,0.3,5.306317743036927,-9.540979117872439e-18
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,5.3059394454876125,0.2999786124257366,False,0.3,5.306317743036927,3.0791341698588326e-17
4,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,5.306009559722432,0.2999825764308084,False,0.3,5.306317743036927,1.734723475976807e-18
4,displacement,orthogonal_random,6,0.625,0.8125,0.4,0.7,0.625,0.0,5.30585543443829,0.29997386274506965,False,0.3,5.306317743036927,-3.469446951953614e-18
4,displacement,orthogonal_random,7,0.625,0.8125,0.4,0.7,0.625,0.0,5.305963766334521,0.2999799874383962,False,0.3,5.306317743036927,2.2551405187698492e-17
4,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,8.843862905061545,0.5,True,0.5,8.843862905061545,
4,displacement,orthogonal_random,0,0.625,0.8125,0.4,0.7,0.625,0.0,8.842559418879427,0.49992630560897927,False,0.5,8.843862905061545,0.0
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,8.842758360259243,0.4999375530345642,False,0.5,8.843862905061545,8.673617379884035e-18
4,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,8.84257445296772,0.49992715558191836,False,0.5,8.843862905061545,5.204170427930421e-18
4,displacement,orthogonal_random,3,0.6875,0.84375,0.4,0.7,0.6875,0.0,8.842801500614023,0.4999399920340853,False,0.5,8.843862905061545,-3.469446951953614e-18
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,8.842944687252118,0.4999480872883668,False,0.5,8.843862905061545,2.2551405187698492e-17
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,8.842687294623023,0.49993353524070067,False,0.5,8.843862905061545,-1.734723475976807e-17
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,8.842927820013436,0.4999471336757395,False,0.5,8.843862905061545,1.951563910473908e-18
4,displacement,orthogonal_random,7,0.625,0.8125,0.4,0.7,0.625,0.0,8.84272466909904,0.49993564825830494,False,0.5,8.843862905061545,-1.0408340855860843e-17
4,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,13.26579435759232,0.7500000000000001,True,0.75,13.265794357592318,
4,displacement,orthogonal_random,0,0.3125,0.65625,0.4,0.7,0.3125,0.0,13.263070098553065,0.7498459802538496,True,0.75,13.265794357592318,2.2551405187698492e-17
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,13.262706183415386,0.7498254058090857,False,0.75,13.265794357592318,-1.734723475976807e-18
4,displacement,orthogonal_random,2,0.4375,0.71875,0.4,0.7,0.4375,0.0,13.263011508454486,0.7498426677817315,False,0.75,13.265794357592318,6.938893903907228e-18
4,displacement,orthogonal_random,3,0.5,0.75,0.4,0.7,0.5,0.0,13.262846953541226,0.7498333644425105,False,0.75,13.265794357592318,3.469446951953614e-18
4,displacement,orthogonal_random,4,0.3125,0.65625,0.4,0.7,0.3125,0.0,13.26282629066753,0.7498321962384169,True,0.75,13.265794357592318,-1.5612511283791264e-17
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,13.263061472492382,0.7498454925675989,False,0.75,13.265794357592318,2.2551405187698492e-17
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,13.262578147577269,0.7498181671261995,False,0.75,13.265794357592318,8.673617379884035e-18
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,13.26317325834165,0.7498518125349293,False,0.75,13.265794357592318,-5.204170427930421e-18
4,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,17.68772581012309,1.0,True,1.0,17.68772581012309,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,17.68331030087338,0.9997503630881035,False,1.0,17.68772581012309,-2.6020852139652106e-17
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,17.682675363044577,0.9997144660012978,False,1.0,17.68772581012309,-2.7755575615628914e-17
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,17.68281350790443,0.9997222762116853,False,1.0,17.68772581012309,-3.469446951953614e-18
4,displacement,orthogonal_random,3,0.4375,0.71875,0.4,0.7,0.4375,0.0,17.68331410891706,0.9997505783811107,False,1.0,17.68772581012309,6.938893903907228e-18
4,displacement,orthogonal_random,4,0.1875,0.59375,0.4,0.7,0.1875,0.0,17.682612449201812,0.9997109090803323,True,1.0,17.68772581012309,1.9081958235744878e-17
4,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,17.683000594438763,0.9997328534072129,False,1.0,17.68772581012309,-8.673617379884035e-18
4,displacement,orthogonal_random,6,0.625,0.8125,0.4,0.7,0.625,0.0,17.682564108180454,0.9997081760539457,False,1.0,17.68772581012309,-5.204170427930421e-18
4,displacement,orthogonal_random,7,0.375,0.6875,0.4,0.7,0.375,0.0,17.682507819386476,0.9997049936892606,True,1.0,17.68772581012309,-6.938893903907228e-18
