task,seed,alpha_star_axis,random_ever_breaks
overlapping_shared_target_association,48,0.8,False
overlapping_shared_target_association,49,0.8,False
overlapping_shared_target_association,50,0.8,False
pattern_discrimination,1,0.8,False
pattern_discrimination,2,0.7333,False
pattern_discrimination,3,0.7333,False
pattern_discrimination,4,0.8667,False
pattern_discrimination,5,0.7333,False
pattern_discrimination,6,0.8667,False
pattern_discrimination,7,0.8,False
pattern_discrimination,8,0.8,False
pattern_discrimination,9,0.8,False
pattern_discrimination,10,0.8,False
pattern_discrimination,11,0.8667,False
pattern_discrimination,12,0.9333,False
pattern_discrimination,13,0.8,False
pattern_discrimination,14,0.8667,False
pattern_discrimination,15,0.9333,False
pattern_discrimination,16,0.8667,False
pattern_discrimination,17,0.8667,False
pattern_discrimination,18,0.9333,False
pattern_discrimination,19,0.8,False
pattern_discrimination,20,0.8,False
pattern_discrimination,21,0.9333,False
pattern_discrimination,22,0.7333,False
pattern_discrimination,23,0.8667,False
pattern_discrimination,24,0.8,False
pattern_discrimination,25,0.8667,False
pattern_discrimination,26,0.8,False
pattern_discrimination,27,0.8667,False
pattern_discrimination,28,0.9333,False
pattern_discrimination,29,0.7333,False
pattern_discrimination,30,0.8667,False
pattern_discrimination,31,0.8,False
pattern_discrimination,32,0.8667,False
pattern_discrimination,33,0.8,False
pattern_discrimination,34,0.9333,False
pattern_discrimination,35,0.8,False
pattern_discrimination,36,0.8667,False
pattern_discrimination,37,0.8667,False
pattern_discrimination,38,0.9333,False
pattern_discrimination,39,0.6667,False
pattern_discrimination,40,0.8667,False
pattern_discrimination,41,0.8,False
pattern_discrimination,42,0.8,False
pattern_discrimination,43,0.7333,False
pattern_discrimination,44,0.8667,False
pattern_discrimination,45,0.8,False
pattern_discrimination,46,0.6667,False
pattern_discrimination,47,0.9333,False
pattern_discrimination,48,0.8,False
pattern_discrimination,49,0.8667,False
pattern_discrimination,50,0.8667,False
xor_electrode_classification,1,0.7333,False
xor_electrode_classification,2,0.8,False
xor_electrode_classification,3,1.0,False
xor_electrode_classification,4,0.8667,False
xor_electrode_classification,5,0.7333,False
xor_electrode_classification,6,0.8667,False
xor_electrode_classification,7,0.8,False
xor_electrode_classification,8,0.9333,False
xor_electrode_classification,9,0.8,False
xor_electrode_classification,10,0.8667,False
xor_electrode_classification,11,0.8667,False
xor_electrode_classification,12,0.9333,False
xor_electrode_classification,13,0.8,False
xor_electrode_classification,14,0.7333,False
xor_electrode_classification,15,0.8667,False
xor_electrode_classification,16,0.8667,False
xor_electrode_classification,17,0.8667,False
xor_electrode_classification,18,0.9333,False
xor_electrode_classification,19,0.8667,False
xor_electrode_classification,20,0.8,False
xor_electrode_classification,21,0.9333,False
xor_electrode_classification,22,0.8,False
xor_electrode_classification,23,0.9333,False
xor_electrode_classification,24,0.8667,False
xor_electrode_classification,25,0.8667,False
xor_electrode_classification,26,0.9333,False
xor_electrode_classification,27,0.8667,False
xor_electrode_classification,28,0.8,False
xor_electrode_classification,29,0.7333,False
xor_electrode_classification,30,0.8,False
xor_electrode_classification,31,0.8,False
xor_electrode_classification,32,0.8667,False
xor_electrode_classification,33,0.8667,False
xor_electrode_classification,34,0.8667,False
xor_electrode_classification,35,1.0,False
xor_electrode_classification,36,0.8667,False
xor_electrode_classification,37,0.8667,False
xor_electrode_classification,38,0.8,False
xor_electrode_classification,39,0.8667,False
xor_electrode_classification,40,0.8667,False
xor_electrode_classification,41,0.8,False
xor_electrode_classification,42,0.7333,False
xor_electrode_classification,43,0.8667,False
xor_electrode_classification,44,0.8,False
xor_electrode_classification,45,0.8667,False
xor_electrode_classification,46,0.8667,False
xor_electrode_classification,47,0.7333,False
xor_electrode_classification,48,0.8667,False
xor_electrode_classification,49,0.8667,False
xor_electrode_classification,50,0.8667,False
